Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1084,"Meat indigenous, bird nes",2005,2930.57,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1085,"Meat live weight, poultry, other",2005,2285.85,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1087,"Meat indigenous, turkey",2005,1306.94,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1088,"Meat live weight, turkey",2005,1019.41,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1089,"Meat, bird nes",2005,2931.3,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1091,"Eggs, other bird, in shell",2005,2884.22,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1094,"Meat indigenous, chicken",2005,1424.41,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1095,"Meat live weight, chicken",2005,1111.04,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1097,"Meat, horse",2005,1559.23,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1108,"Meat, ass",2005,549.89,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1111,"Meat, mule",2005,527.97,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1120,"Meat indigenous, horse",2005,1557.65,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1121,"Meat live weight, horse",2005,778.82,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1122,"Meat indigenous, ass",2005,550.44,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1123,"Meat live weight, ass",2005,275.22,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1124,"Meat indigenous, mule",2005,527.91,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1125,"Meat live weight, mule",2005,263.95,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1127,"Meat, camel",2005,2317.98,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1130,"Milk, whole fresh camel",2005,340.97,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1137,"Meat indigenous, camel",2005,2095.75,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1138,"Meat live weight, camel",2005,985,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1141,"Meat, rabbit",2005,1854.7,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1144,"Meat indigenous, rabbit",2005,1857.96,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1145,"Meat live weight, rabbit",2005,1412.05,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1151,"Meat, other rodents",2005,818.65,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1154,"Meat indigenous, rodents",2005,818.66,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1155,"Meat live weight, rodents",2005,622.18,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1158,"Meat, other camelids",2005,2137.82,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1161,"Meat indigenous, other camelids",2005,2137.82,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1162,"Meat live weight, camelids, other",2005,1004.78,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1163,"Meat, game",2005,2175.87,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1166,"Meat, nes",2005,1321.56,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1182,"Honey, natural",2005,2509.43,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1183,Beeswax,2005,9363.79,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1185,"Silk-worm cocoons, reelable",2005,3148.98,Fc,Calculated data
