Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),821,Fibre crops nes,2005,2005,1000 Int. $,142374.1444,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),224,Kola nuts,2005,2005,1000 Int. $,133819.8054,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),692,Vanilla,2005,2005,1000 Int. $,124520.0085,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),1122,"Meat indigenous, ass",2005,2005,1000 Int. $,105101.7017,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),671,Maté,2005,2005,1000 Int. $,100645.8364,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),263,Karite nuts (sheanuts),2005,2005,1000 Int. $,94501.26485,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),101,Canary seed,2005,2005,1000 Int. $,80828.55031,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2005,2005,1000 Int. $,79306.43508,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),809,Manila fibre (abaca),2005,2005,1000 Int. $,77802.27785,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),296,Poppy seed,2005,2005,1000 Int. $,61277.93243,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),275,Tung nuts,2005,2005,1000 Int. $,59201.22898,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),1084,"Meat indigenous, bird nes",2005,2005,1000 Int. $,55294.20833,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),461,Carobs,2005,2005,1000 Int. $,37727.58513,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),92,Quinoa,2005,2005,1000 Int. $,37709.64443,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),1161,"Meat indigenous, other camelids",2005,2005,1000 Int. $,33441.36899,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),1124,"Meat indigenous, mule",2005,2005,1000 Int. $,32158.84288,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),161,"Sugar crops, nes",2005,2005,1000 Int. $,27095.2191,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),800,Agave fibres nes,2005,2005,1000 Int. $,25433.56209,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),203,Bambara beans,2005,2005,1000 Int. $,19215.6389,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),777,Hemp tow waste,2005,2005,1000 Int. $,18245.06368,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),1154,"Meat indigenous, rodents",2005,2005,1000 Int. $,14530.24492,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),754,"Pyrethrum, dried",2005,2005,1000 Int. $,11341.20935,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),542,"Fruit, pome nes",2005,2005,1000 Int. $,10405.6044,*,Unofficial figure
QV,Value of Agricultural Production,5000,World,152,Gross Production Value (constant 2004-2006 1000 I$),839,"Gums, natural",2005,2005,1000 Int. $,8507.84466,*,Unofficial figure
